"table_name","column_name"
ledger_tds_details,pan_it_no
ledger_tds_details,name_on_pan
ledger_tds_details,pan_status
ledger_tds_details,deductee_ref
ledger_tds_details,tax_unique_identification_number
ledger_tds_details,status
ledger_tds_details,configuration_type
ledger_tds_details,show_advanced_configuration
ledger_tds_ignore_income_tax_exemption_limits,ledger_tds_ignore_income_tax_exemption_limit_id
ledger_tds_ignore_income_tax_exemption_limits,ledger_id
ledger_tds_ignore_income_tax_exemption_limits,ledger_tds_detail_id
ledger_tds_ignore_income_tax_exemption_limits,organization_id
ledger_tds_ignore_income_tax_exemption_limits,organization_tds_nature_of_payment_id
ledger_tds_ignore_income_tax_exemption_limits,status
ledger_tds_zero_lower_deduction_details,ledger_tds_zero_lower_deduction_detail_id
ledger_tds_zero_lower_deduction_details,ledger_id
ledger_tds_zero_lower_deduction_details,ledger_tds_detail_id
ledger_tds_zero_lower_deduction_details,organization_id
ledger_tds_zero_lower_deduction_details,organization_tds_nature_of_payment_id
ledger_tds_zero_lower_deduction_details,provision
ledger_tds_zero_lower_deduction_details,certificate_no
ledger_tds_zero_lower_deduction_details,certificate_date
ledger_tds_zero_lower_deduction_details,applicable_from
ledger_tds_zero_lower_deduction_details,applicable_to
ledger_tds_zero_lower_deduction_details,tds
ledger_tds_zero_lower_deduction_details,status
ledger_vat_details,ledger_vat_detail_id
ledger_vat_details,ledger_id
ledger_vat_details,organization_id
ledger_vat_details,organization_vat_classification_id
ledger_vat_details,is_vat_applicable
ledger_vat_details,nature_of_transaction
ledger_vat_details,commodity_name
ledger_vat_details,commodity_code
ledger_vat_details,applicable_from
ledger_vat_details,schedule
ledger_vat_details,tax_rate
ledger_vat_details,tax_type
ledger_vat_details,include_in_assessable_value_calculation_for
ledger_vat_details,method_of_calculation
ledger_vat_details,status
ledger_vat_registration_details,ledger_vat_registration_detail_id
ledger_vat_registration_details,ledger_id
ledger_vat_registration_details,organization_id
ledger_vat_registration_details,type_of_dealer
ledger_vat_registration_details,vat_tin_no
ledger_vat_registration_details,cst_no
ledger_vat_registration_details,export_import_code
ledger_vat_registration_details,type_of_exemption
ledger_vat_registration_details,notification_sez_reg_no
ledger_vat_registration_details,date
ledger_vat_registration_details,status
ledger_wise_configurations,ledger_wise_configuration_id
ledger_wise_configurations,ledger_id
ledger_wise_configurations,organization_id
ledger_wise_configurations,enable_tds
ledger_wise_configurations,enable_tcs
ledger_wise_configurations,enable_bank_details
ledger_wise_configurations,enable_gst_details
ledger_wise_configurations,enable_vat_details
ledger_wise_configurations,enable_service_tax_details
ledger_wise_configurations,enable_excise_tariff_details
ledger_wise_configurations,enable_others
ledger_wise_configurations,enable_more_details
ledger_wise_configurations,enable_opening_bal_details
ledger_wise_configurations,enable_alias
ledger_wise_configurations,enable_ledger_description
ledger_wise_configurations,enable_ledger_notes
ledger_wise_configurations,status
ledgers,ledger_id
ledgers,organization_id
ledgers,organization_currency_id
ledgers,name
ledgers,alias
ledgers,description
ledgers,notes
ledgers,group_id
ledgers,maintain_balances_bill_by_bill
ledgers,inventory_values_are_affected
ledgers,default_credit_period
ledgers,pan_it_no
ledgers,gst_registration_type
ledgers,gstin_uin
ledgers,check_for_credit_days_during_voucher_entry
ledgers,default_credit_period_in_days
ledgers,credit_limit
ledgers,override_credit_limit_using_post_dated_transactions
ledgers,cost_center_applicable
ledgers,activate_interest_calculation
ledgers,appropriate_tax_values_in_pi
ledgers,type_of_ledger
ledgers,allow_cost_allocation
ledgers,status
organization_currencies,organization_currency_id
organization_currencies,symbol
organization_currencies,formal_name
organization_currencies,iso_currency_code
organization_currencies,number_of_decimal_places
organization_currencies,show_amount_in_millions
organization_currencies,suffix_symbol_to_amount
organization_currencies,add_space_between_amount_and_symbol
organization_currencies,word_representing_amount_after_decimal
